problem,run,generation_window,block,operator,selection_count,selection_probability
T500,4,9150-9200,offload,DE,243,0.6075
T500,4,9150-9200,offload,BITFLIP,2,0.005
T500,4,9150-9200,offload,RESAMPLE,4,0.01
T500,4,9150-9200,seq,GA,386,0.965
T500,4,9150-9200,seq,SWAP,6,0.015
T500,4,9150-9200,seq,VNS,4,0.01
T500,4,9150-9200,seq,RESAMPLE,4,0.01
T500,4,9150-9200,dev,DE,244,0.61
T500,4,9150-9200,dev,GDE,1,0.0025
T500,4,9150-9200,dev,LEVY,3,0.0075
T500,4,9150-9200,dev,RESAMPLE,152,0.38
T500,4,9200-9250,offload,GA,152,0.38
T500,4,9200-9250,offload,DE,245,0.6125
T500,4,9200-9250,offload,BITFLIP,2,0.005
T500,4,9200-9250,offload,RESAMPLE,1,0.0025
T500,4,9200-9250,seq,GA,346,0.865
T500,4,9200-9250,seq,SWAP,0,0.0
T500,4,9200-9250,seq,VNS,53,0.1325
T500,4,9200-9250,seq,RESAMPLE,1,0.0025
T500,4,9200-9250,dev,DE,250,0.625
T500,4,9200-9250,dev,GDE,0,0.0
T500,4,9200-9250,dev,LEVY,2,0.005
T500,4,9200-9250,dev,RESAMPLE,148,0.37
T500,4,9250-9300,offload,GA,161,0.4025
T500,4,9250-9300,offload,DE,236,0.59
T500,4,9250-9300,offload,BITFLIP,0,0.0
T500,4,9250-9300,offload,RESAMPLE,3,0.0075
T500,4,9250-9300,seq,GA,384,0.96
T500,4,9250-9300,seq,SWAP,1,0.0025
T500,4,9250-9300,seq,VNS,13,0.0325
T500,4,9250-9300,seq,RESAMPLE,2,0.005
T500,4,9250-9300,dev,DE,246,0.615
T500,4,9250-9300,dev,GDE,0,0.0
T500,4,9250-9300,dev,LEVY,1,0.0025
T500,4,9250-9300,dev,RESAMPLE,153,0.3825
T500,4,9300-9350,offload,GA,150,0.375
T500,4,9300-9350,offload,DE,248,0.62
T500,4,9300-9350,offload,BITFLIP,2,0.005
T500,4,9300-9350,offload,RESAMPLE,0,0.0
T500,4,9300-9350,seq,GA,390,0.975
T500,4,9300-9350,seq,SWAP,2,0.005
T500,4,9300-9350,seq,VNS,2,0.005
T500,4,9300-9350,seq,RESAMPLE,6,0.015
T500,4,9300-9350,dev,DE,249,0.6225
T500,4,9300-9350,dev,GDE,3,0.0075
T500,4,9300-9350,dev,LEVY,1,0.0025
T500,4,9300-9350,dev,RESAMPLE,147,0.3675
T500,4,9350-9400,offload,GA,199,0.4975
T500,4,9350-9400,offload,DE,197,0.4925
T500,4,9350-9400,offload,BITFLIP,4,0.01
T500,4,9350-9400,offload,RESAMPLE,0,0.0
T500,4,9350-9400,seq,GA,251,0.6275
T500,4,9350-9400,seq,SWAP,7,0.0175
T500,4,9350-9400,seq,VNS,141,0.3525
T500,4,9350-9400,seq,RESAMPLE,1,0.0025
T500,4,9350-9400,dev,DE,198,0.495
T500,4,9350-9400,dev,GDE,50,0.125
T500,4,9350-9400,dev,LEVY,2,0.005
T500,4,9350-9400,dev,RESAMPLE,150,0.375
T500,4,9400-9450,offload,GA,280,0.7
T500,4,9400-9450,offload,DE,110,0.275
T500,4,9400-9450,offload,BITFLIP,10,0.025
T500,4,9400-9450,offload,RESAMPLE,0,0.0
T500,4,9400-9450,seq,GA,191,0.4775
T500,4,9400-9450,seq,SWAP,11,0.0275
T500,4,9400-9450,seq,VNS,198,0.495
T500,4,9400-9450,seq,RESAMPLE,0,0.0
T500,4,9400-9450,dev,DE,183,0.4575
T500,4,9400-9450,dev,GDE,80,0.2
T500,4,9400-9450,dev,LEVY,4,0.01
T500,4,9400-9450,dev,RESAMPLE,133,0.3325
T500,4,9450-9500,offload,GA,196,0.49
T500,4,9450-9500,offload,DE,201,0.5025
T500,4,9450-9500,offload,BITFLIP,3,0.0075
T500,4,9450-9500,offload,RESAMPLE,0,0.0
T500,4,9450-9500,seq,GA,311,0.7775
T500,4,9450-9500,seq,SWAP,4,0.01
T500,4,9450-9500,seq,VNS,85,0.2125
T500,4,9450-9500,seq,RESAMPLE,0,0.0
T500,4,9450-9500,dev,DE,223,0.5575
T500,4,9450-9500,dev,GDE,33,0.0825
T500,4,9450-9500,dev,LEVY,1,0.0025
T500,4,9450-9500,dev,RESAMPLE,143,0.3575
T500,4,9500-9550,offload,GA,147,0.3675
T500,4,9500-9550,offload,DE,248,0.62
T500,4,9500-9550,offload,BITFLIP,3,0.0075
T500,4,9500-9550,offload,RESAMPLE,2,0.005
T500,4,9500-9550,seq,GA,397,0.9925
T500,4,9500-9550,seq,SWAP,1,0.0025
T500,4,9500-9550,seq,VNS,1,0.0025
T500,4,9500-9550,seq,RESAMPLE,1,0.0025
T500,4,9500-9550,dev,DE,246,0.615
T500,4,9500-9550,dev,GDE,2,0.005
T500,4,9500-9550,dev,LEVY,1,0.0025
T500,4,9500-9550,dev,RESAMPLE,151,0.3775
T500,4,9550-9600,offload,GA,174,0.435
T500,4,9550-9600,offload,DE,224,0.56
T500,4,9550-9600,offload,BITFLIP,1,0.0025
T500,4,9550-9600,offload,RESAMPLE,1,0.0025
T500,4,9550-9600,seq,GA,379,0.9475
T500,4,9550-9600,seq,SWAP,4,0.01
T500,4,9550-9600,seq,VNS,17,0.0425
T500,4,9550-9600,seq,RESAMPLE,0,0.0
T500,4,9550-9600,dev,DE,241,0.6025
T500,4,9550-9600,dev,GDE,9,0.0225
T500,4,9550-9600,dev,LEVY,2,0.005
T500,4,9550-9600,dev,RESAMPLE,148,0.37
T500,4,9600-9650,offload,GA,150,0.375
T500,4,9600-9650,offload,DE,245,0.6125
T500,4,9600-9650,offload,BITFLIP,4,0.01
T500,4,9600-9650,offload,RESAMPLE,1,0.0025
T500,4,9600-9650,seq,GA,397,0.9925
T500,4,9600-9650,seq,SWAP,0,0.0
T500,4,9600-9650,seq,VNS,0,0.0
T500,4,9600-9650,seq,RESAMPLE,3,0.0075
T500,4,9600-9650,dev,DE,248,0.62
T500,4,9600-9650,dev,GDE,0,0.0
T500,4,9600-9650,dev,LEVY,2,0.005
T500,4,9600-9650,dev,RESAMPLE,150,0.375
T500,4,9650-9700,offload,GA,171,0.4275
T500,4,9650-9700,offload,DE,228,0.57
T500,4,9650-9700,offload,BITFLIP,0,0.0
T500,4,9650-9700,offload,RESAMPLE,1,0.0025
T500,4,9650-9700,seq,GA,324,0.81
T500,4,9650-9700,seq,SWAP,2,0.005
T500,4,9650-9700,seq,VNS,74,0.185
T500,4,9650-9700,seq,RESAMPLE,0,0.0
T500,4,9650-9700,dev,DE,229,0.5725
T500,4,9650-9700,dev,GDE,20,0.05
T500,4,9650-9700,dev,LEVY,1,0.0025
T500,4,9650-9700,dev,RESAMPLE,150,0.375
T500,4,9700-9750,offload,GA,149,0.3725
T500,4,9700-9750,offload,DE,248,0.62
T500,4,9700-9750,offload,BITFLIP,1,0.0025
T500,4,9700-9750,offload,RESAMPLE,2,0.005
T500,4,9700-9750,seq,GA,393,0.9825
T500,4,9700-9750,seq,SWAP,1,0.0025
T500,4,9700-9750,seq,VNS,4,0.01
T500,4,9700-9750,seq,RESAMPLE,2,0.005
T500,4,9700-9750,dev,DE,244,0.61
T500,4,9700-9750,dev,GDE,4,0.01
T500,4,9700-9750,dev,LEVY,3,0.0075
T500,4,9700-9750,dev,RESAMPLE,149,0.3725
T500,4,9750-9800,offload,GA,148,0.37
T500,4,9750-9800,offload,DE,244,0.61
T500,4,9750-9800,offload,BITFLIP,4,0.01
T500,4,9750-9800,offload,RESAMPLE,4,0.01
T500,4,9750-9800,seq,GA,392,0.98
T500,4,9750-9800,seq,SWAP,2,0.005
T500,4,9750-9800,seq,VNS,6,0.015
T500,4,9750-9800,seq,RESAMPLE,0,0.0
T500,4,9750-9800,dev,DE,253,0.6325
T500,4,9750-9800,dev,GDE,0,0.0
T500,4,9750-9800,dev,LEVY,0,0.0
T500,4,9750-9800,dev,RESAMPLE,147,0.3675
T500,4,9800-9850,offload,GA,152,0.38
T500,4,9800-9850,offload,DE,244,0.61
T500,4,9800-9850,offload,BITFLIP,3,0.0075
T500,4,9800-9850,offload,RESAMPLE,1,0.0025
T500,4,9800-9850,seq,GA,398,0.995
T500,4,9800-9850,seq,SWAP,1,0.0025
T500,4,9800-9850,seq,VNS,1,0.0025
T500,4,9800-9850,seq,RESAMPLE,0,0.0
T500,4,9800-9850,dev,DE,247,0.6175
T500,4,9800-9850,dev,GDE,0,0.0
T500,4,9800-9850,dev,LEVY,3,0.0075
T500,4,9800-9850,dev,RESAMPLE,150,0.375
T500,4,9850-9900,offload,GA,195,0.4875
T500,4,9850-9900,offload,DE,203,0.5075
T500,4,9850-9900,offload,BITFLIP,0,0.0
T500,4,9850-9900,offload,RESAMPLE,2,0.005
T500,4,9850-9900,seq,GA,268,0.67
T500,4,9850-9900,seq,SWAP,0,0.0
T500,4,9850-9900,seq,VNS,132,0.33
T500,4,9850-9900,seq,RESAMPLE,0,0.0
T500,4,9850-9900,dev,DE,235,0.5875
T500,4,9850-9900,dev,GDE,13,0.0325
T500,4,9850-9900,dev,LEVY,3,0.0075
T500,4,9850-9900,dev,RESAMPLE,149,0.3725
T500,4,9900-9950,offload,GA,160,0.4
T500,4,9900-9950,offload,DE,237,0.5925
T500,4,9900-9950,offload,BITFLIP,1,0.0025
T500,4,9900-9950,offload,RESAMPLE,2,0.005
T500,4,9900-9950,seq,GA,368,0.92
T500,4,9900-9950,seq,SWAP,2,0.005
T500,4,9900-9950,seq,VNS,30,0.075
T500,4,9900-9950,seq,RESAMPLE,0,0.0
T500,4,9900-9950,dev,DE,247,0.6175
T500,4,9900-9950,dev,GDE,3,0.0075
T500,4,9900-9950,dev,LEVY,1,0.0025
T500,4,9900-9950,dev,RESAMPLE,149,0.3725
T500,4,9950-10000,offload,GA,148,0.37
T500,4,9950-10000,offload,DE,247,0.6175
T500,4,9950-10000,offload,BITFLIP,2,0.005
T500,4,9950-10000,offload,RESAMPLE,3,0.0075
T500,4,9950-10000,seq,GA,394,0.985
T500,4,9950-10000,seq,SWAP,0,0.0
T500,4,9950-10000,seq,VNS,5,0.0125
T500,4,9950-10000,seq,RESAMPLE,1,0.0025
T500,4,9950-10000,dev,DE,248,0.62
T500,4,9950-10000,dev,GDE,2,0.005
T500,4,9950-10000,dev,LEVY,1,0.0025
T500,4,9950-10000,dev,RESAMPLE,149,0.3725
T500,5,0-50,offload,GA,56,0.14
T500,5,0-50,offload,DE,293,0.7325
T500,5,0-50,offload,BITFLIP,44,0.11
T500,5,0-50,offload,RESAMPLE,7,0.0175
T500,5,0-50,seq,GA,60,0.15
T500,5,0-50,seq,SWAP,326,0.815
T500,5,0-50,seq,VNS,11,0.0275
T500,5,0-50,seq,RESAMPLE,3,0.0075
T500,5,0-50,dev,DE,87,0.2175
T500,5,0-50,dev,GDE,293,0.7325
T500,5,0-50,dev,LEVY,12,0.03
T500,5,0-50,dev,RESAMPLE,8,0.02
T500,5,50-100,offload,GA,134,0.335
T500,5,50-100,offload,DE,141,0.3525
T500,5,50-100,offload,BITFLIP,120,0.3
T500,5,50-100,offload,RESAMPLE,5,0.0125
T500,5,50-100,seq,GA,78,0.195
T500,5,50-100,seq,SWAP,302,0.755
T500,5,50-100,seq,VNS,20,0.05
T500,5,50-100,seq,RESAMPLE,0,0.0
T500,5,50-100,dev,DE,362,0.905
T500,5,50-100,dev,GDE,28,0.07
T500,5,50-100,dev,LEVY,6,0.015
T500,5,50-100,dev,RESAMPLE,4,0.01
T500,5,100-150,offload,GA,165,0.4125
T500,5,100-150,offload,DE,193,0.4825
T500,5,100-150,offload,BITFLIP,41,0.1025
T500,5,100-150,offload,RESAMPLE,1,0.0025
T500,5,100-150,seq,GA,72,0.18
T500,5,100-150,seq,SWAP,303,0.7575
T500,5,100-150,seq,VNS,25,0.0625
T500,5,100-150,seq,RESAMPLE,0,0.0
T500,5,100-150,dev,DE,306,0.765
T500,5,100-150,dev,GDE,50,0.125
T500,5,100-150,dev,LEVY,44,0.11
T500,5,100-150,dev,RESAMPLE,0,0.0
T500,5,150-200,offload,GA,76,0.19
T500,5,150-200,offload,DE,270,0.675
T500,5,150-200,offload,BITFLIP,49,0.1225
T500,5,150-200,offload,RESAMPLE,5,0.0125
T500,5,150-200,seq,GA,278,0.695
T500,5,150-200,seq,SWAP,41,0.1025
T500,5,150-200,seq,VNS,75,0.1875
T500,5,150-200,seq,RESAMPLE,6,0.015
T500,5,150-200,dev,DE,184,0.46
T500,5,150-200,dev,GDE,130,0.325
T500,5,150-200,dev,LEVY,85,0.2125
T500,5,150-200,dev,RESAMPLE,1,0.0025
T500,5,200-250,offload,GA,95,0.2375
T500,5,200-250,offload,DE,265,0.6625
T500,5,200-250,offload,BITFLIP,38,0.095
T500,5,200-250,offload,RESAMPLE,2,0.005
T500,5,200-250,seq,GA,163,0.4075
T500,5,200-250,seq,SWAP,46,0.115
T500,5,200-250,seq,VNS,191,0.4775
T500,5,200-250,seq,RESAMPLE,0,0.0
T500,5,200-250,dev,DE,126,0.315
T500,5,200-250,dev,GDE,217,0.5425
T500,5,200-250,dev,LEVY,56,0.14
T500,5,200-250,dev,RESAMPLE,1,0.0025
T500,5,250-300,offload,GA,79,0.1975
T500,5,250-300,offload,DE,259,0.6475
T500,5,250-300,offload,BITFLIP,31,0.0775
T500,5,250-300,offload,RESAMPLE,31,0.0775
T500,5,250-300,seq,GA,186,0.465
T500,5,250-300,seq,SWAP,58,0.145
T500,5,250-300,seq,VNS,155,0.3875
T500,5,250-300,seq,RESAMPLE,1,0.0025
T500,5,250-300,dev,DE,22,0.055
T500,5,250-300,dev,GDE,341,0.8525
T500,5,250-300,dev,LEVY,37,0.0925
T500,5,250-300,dev,RESAMPLE,0,0.0
T500,5,300-350,offload,GA,117,0.2925
T500,5,300-350,offload,DE,221,0.5525
T500,5,300-350,offload,BITFLIP,12,0.03
T500,5,300-350,offload,RESAMPLE,50,0.125
T500,5,300-350,seq,GA,101,0.2525
T500,5,300-350,seq,SWAP,153,0.3825
T500,5,300-350,seq,VNS,142,0.355
T500,5,300-350,seq,RESAMPLE,4,0.01
T500,5,300-350,dev,DE,68,0.17
T500,5,300-350,dev,GDE,306,0.765
T500,5,300-350,dev,LEVY,26,0.065
T500,5,300-350,dev,RESAMPLE,0,0.0
T500,5,350-400,offload,GA,92,0.23
T500,5,350-400,offload,DE,252,0.63
T500,5,350-400,offload,BITFLIP,22,0.055
T500,5,350-400,offload,RESAMPLE,34,0.085
T500,5,350-400,seq,GA,114,0.285
T500,5,350-400,seq,SWAP,215,0.5375
T500,5,350-400,seq,VNS,71,0.1775
T500,5,350-400,seq,RESAMPLE,0,0.0
T500,5,350-400,dev,DE,19,0.0475
T500,5,350-400,dev,GDE,368,0.92
T500,5,350-400,dev,LEVY,12,0.03
T500,5,350-400,dev,RESAMPLE,1,0.0025
T500,5,400-450,offload,GA,123,0.3075
T500,5,400-450,offload,DE,221,0.5525
T500,5,400-450,offload,BITFLIP,15,0.0375
T500,5,400-450,offload,RESAMPLE,41,0.1025
T500,5,400-450,seq,GA,60,0.15
T500,5,400-450,seq,SWAP,210,0.525
T500,5,400-450,seq,VNS,130,0.325
T500,5,400-450,seq,RESAMPLE,0,0.0
T500,5,400-450,dev,DE,29,0.0725
T500,5,400-450,dev,GDE,351,0.8775
T500,5,400-450,dev,LEVY,20,0.05
T500,5,400-450,dev,RESAMPLE,0,0.0
T500,5,450-500,offload,GA,108,0.27
T500,5,450-500,offload,DE,223,0.5575
T500,5,450-500,offload,BITFLIP,19,0.0475
T500,5,450-500,offload,RESAMPLE,50,0.125
T500,5,450-500,seq,GA,72,0.18
T500,5,450-500,seq,SWAP,177,0.4425
T500,5,450-500,seq,VNS,151,0.3775
T500,5,450-500,seq,RESAMPLE,0,0.0
T500,5,450-500,dev,DE,1,0.0025
T500,5,450-500,dev,GDE,396,0.99
T500,5,450-500,dev,LEVY,3,0.0075
T500,5,450-500,dev,RESAMPLE,0,0.0
T500,5,500-550,offload,GA,122,0.305
T500,5,500-550,offload,DE,212,0.53
T500,5,500-550,offload,BITFLIP,17,0.0425
T500,5,500-550,offload,RESAMPLE,49,0.1225
T500,5,500-550,seq,GA,75,0.1875
T500,5,500-550,seq,SWAP,198,0.495
T500,5,500-550,seq,VNS,127,0.3175
T500,5,500-550,seq,RESAMPLE,0,0.0
T500,5,500-550,dev,DE,17,0.0425
T500,5,500-550,dev,GDE,362,0.905
T500,5,500-550,dev,LEVY,21,0.0525
T500,5,500-550,dev,RESAMPLE,0,0.0
T500,5,550-600,offload,GA,123,0.3075
T500,5,550-600,offload,DE,218,0.545
T500,5,550-600,offload,BITFLIP,11,0.0275
T500,5,550-600,offload,RESAMPLE,48,0.12
T500,5,550-600,seq,GA,55,0.1375
T500,5,550-600,seq,SWAP,262,0.655
T500,5,550-600,seq,VNS,83,0.2075
T500,5,550-600,seq,RESAMPLE,0,0.0
T500,5,550-600,dev,DE,18,0.045
T500,5,550-600,dev,GDE,371,0.9275
T500,5,550-600,dev,LEVY,11,0.0275
T500,5,550-600,dev,RESAMPLE,0,0.0
T500,5,600-650,offload,GA,111,0.2775
T500,5,600-650,offload,DE,234,0.585
T500,5,600-650,offload,BITFLIP,6,0.015
T500,5,600-650,offload,RESAMPLE,49,0.1225
T500,5,600-650,seq,GA,48,0.12
T500,5,600-650,seq,SWAP,246,0.615
T500,5,600-650,seq,VNS,106,0.265
T500,5,600-650,seq,RESAMPLE,0,0.0
T500,5,600-650,dev,DE,8,0.02
T500,5,600-650,dev,GDE,382,0.955
T500,5,600-650,dev,LEVY,10,0.025
T500,5,600-650,dev,RESAMPLE,0,0.0
T500,5,650-700,offload,GA,89,0.2225
T500,5,650-700,offload,DE,243,0.6075
T500,5,650-700,offload,BITFLIP,18,0.045
T500,5,650-700,offload,RESAMPLE,50,0.125
T500,5,650-700,seq,GA,55,0.1375
T500,5,650-700,seq,SWAP,275,0.6875
T500,5,650-700,seq,VNS,70,0.175
T500,5,650-700,seq,RESAMPLE,0,0.0
T500,5,650-700,dev,DE,17,0.0425
T500,5,650-700,dev,GDE,380,0.95
T500,5,650-700,dev,LEVY,3,0.0075
T500,5,650-700,dev,RESAMPLE,0,0.0
T500,5,700-750,offload,GA,73,0.1825
T500,5,700-750,offload,DE,290,0.725
T500,5,700-750,offload,BITFLIP,29,0.0725
T500,5,700-750,offload,RESAMPLE,8,0.02
T500,5,700-750,seq,GA,115,0.2875
T500,5,700-750,seq,SWAP,237,0.5925
T500,5,700-750,seq,VNS,48,0.12
T500,5,700-750,seq,RESAMPLE,0,0.0
T500,5,700-750,dev,DE,10,0.025
T500,5,700-750,dev,GDE,362,0.905
T500,5,700-750,dev,LEVY,28,0.07
T500,5,700-750,dev,RESAMPLE,0,0.0
T500,5,750-800,offload,GA,61,0.1525
T500,5,750-800,offload,DE,308,0.77
T500,5,750-800,offload,BITFLIP,31,0.0775
T500,5,750-800,offload,RESAMPLE,0,0.0
T500,5,750-800,seq,GA,119,0.2975
T500,5,750-800,seq,SWAP,222,0.555
T500,5,750-800,seq,VNS,59,0.1475
T500,5,750-800,seq,RESAMPLE,0,0.0
T500,5,750-800,dev,DE,51,0.1275
T500,5,750-800,dev,GDE,312,0.78
T500,5,750-800,dev,LEVY,37,0.0925
T500,5,750-800,dev,RESAMPLE,0,0.0
T500,5,800-850,offload,GA,90,0.225
T500,5,800-850,offload,DE,265,0.6625
T500,5,800-850,offload,BITFLIP,45,0.1125
T500,5,800-850,offload,RESAMPLE,0,0.0
T500,5,800-850,seq,GA,65,0.1625
T500,5,800-850,seq,SWAP,245,0.6125
T500,5,800-850,seq,VNS,90,0.225
T500,5,800-850,seq,RESAMPLE,0,0.0
T500,5,800-850,dev,DE,19,0.0475
T500,5,800-850,dev,GDE,344,0.86
T500,5,800-850,dev,LEVY,37,0.0925
T500,5,800-850,dev,RESAMPLE,0,0.0
T500,5,850-900,offload,GA,97,0.2425
T500,5,850-900,offload,DE,273,0.6825
T500,5,850-900,offload,BITFLIP,30,0.075
T500,5,850-900,offload,RESAMPLE,0,0.0
T500,5,850-900,seq,GA,53,0.1325
T500,5,850-900,seq,SWAP,203,0.5075
T500,5,850-900,seq,VNS,144,0.36
T500,5,850-900,seq,RESAMPLE,0,0.0
T500,5,850-900,dev,DE,42,0.105
T500,5,850-900,dev,GDE,344,0.86
T500,5,850-900,dev,LEVY,14,0.035
T500,5,850-900,dev,RESAMPLE,0,0.0
T500,5,900-950,offload,GA,110,0.275
T500,5,900-950,offload,DE,278,0.695
T500,5,900-950,offload,BITFLIP,12,0.03
T500,5,900-950,offload,RESAMPLE,0,0.0
T500,5,900-950,seq,GA,71,0.1775
T500,5,900-950,seq,SWAP,194,0.485
T500,5,900-950,seq,VNS,135,0.3375
T500,5,900-950,seq,RESAMPLE,0,0.0
T500,5,900-950,dev,DE,17,0.0425
T500,5,900-950,dev,GDE,349,0.8725
T500,5,900-950,dev,LEVY,34,0.085
T500,5,900-950,dev,RESAMPLE,0,0.0
T500,5,950-1000,offload,GA,86,0.215
T500,5,950-1000,offload,DE,261,0.6525
T500,5,950-1000,offload,BITFLIP,53,0.1325
T500,5,950-1000,offload,RESAMPLE,0,0.0
T500,5,950-1000,seq,GA,116,0.29
T500,5,950-1000,seq,SWAP,188,0.47
T500,5,950-1000,seq,VNS,96,0.24
T500,5,950-1000,seq,RESAMPLE,0,0.0
T500,5,950-1000,dev,DE,36,0.09
T500,5,950-1000,dev,GDE,347,0.8675
T500,5,950-1000,dev,LEVY,17,0.0425
T500,5,950-1000,dev,RESAMPLE,0,0.0
T500,5,1000-1050,offload,GA,70,0.175
T500,5,1000-1050,offload,DE,237,0.5925
T500,5,1000-1050,offload,BITFLIP,93,0.2325
T500,5,1000-1050,offload,RESAMPLE,0,0.0
T500,5,1000-1050,seq,GA,66,0.165
T500,5,1000-1050,seq,SWAP,246,0.615
T500,5,1000-1050,seq,VNS,88,0.22
T500,5,1000-1050,seq,RESAMPLE,0,0.0
T500,5,1000-1050,dev,DE,30,0.075
T500,5,1000-1050,dev,GDE,293,0.7325
T500,5,1000-1050,dev,LEVY,77,0.1925
T500,5,1000-1050,dev,RESAMPLE,0,0.0
T500,5,1050-1100,offload,GA,101,0.2525
T500,5,1050-1100,offload,DE,242,0.605
T500,5,1050-1100,offload,BITFLIP,57,0.1425
T500,5,1050-1100,offload,RESAMPLE,0,0.0
T500,5,1050-1100,seq,GA,63,0.1575
T500,5,1050-1100,seq,SWAP,227,0.5675
T500,5,1050-1100,seq,VNS,110,0.275
T500,5,1050-1100,seq,RESAMPLE,0,0.0
T500,5,1050-1100,dev,DE,54,0.135
T500,5,1050-1100,dev,GDE,304,0.76
T500,5,1050-1100,dev,LEVY,42,0.105
T500,5,1050-1100,dev,RESAMPLE,0,0.0
T500,5,1100-1150,offload,GA,114,0.285
T500,5,1100-1150,offload,DE,269,0.6725
T500,5,1100-1150,offload,BITFLIP,17,0.0425
T500,5,1100-1150,offload,RESAMPLE,0,0.0
T500,5,1100-1150,seq,GA,60,0.15
T500,5,1100-1150,seq,SWAP,258,0.645
T500,5,1100-1150,seq,VNS,82,0.205
T500,5,1100-1150,seq,RESAMPLE,0,0.0
T500,5,1100-1150,dev,DE,38,0.095
T500,5,1100-1150,dev,GDE,314,0.785
T500,5,1100-1150,dev,LEVY,48,0.12
T500,5,1100-1150,dev,RESAMPLE,0,0.0
T500,5,1150-1200,offload,GA,104,0.26
T500,5,1150-1200,offload,DE,245,0.6125
T500,5,1150-1200,offload,BITFLIP,28,0.07
T500,5,1150-1200,offload,RESAMPLE,23,0.0575
T500,5,1150-1200,seq,GA,76,0.19
T500,5,1150-1200,seq,SWAP,250,0.625
T500,5,1150-1200,seq,VNS,74,0.185
T500,5,1150-1200,seq,RESAMPLE,0,0.0
T500,5,1150-1200,dev,DE,24,0.06
T500,5,1150-1200,dev,GDE,354,0.885
T500,5,1150-1200,dev,LEVY,22,0.055
T500,5,1150-1200,dev,RESAMPLE,0,0.0
T500,5,1200-1250,offload,GA,83,0.2075
T500,5,1200-1250,offload,DE,249,0.6225
T500,5,1200-1250,offload,BITFLIP,19,0.0475
T500,5,1200-1250,offload,RESAMPLE,49,0.1225
T500,5,1200-1250,seq,GA,170,0.425
T500,5,1200-1250,seq,SWAP,186,0.465
T500,5,1200-1250,seq,VNS,44,0.11
T500,5,1200-1250,seq,RESAMPLE,0,0.0
T500,5,1200-1250,dev,DE,104,0.26
T500,5,1200-1250,dev,GDE,284,0.71
T500,5,1200-1250,dev,LEVY,12,0.03
T500,5,1200-1250,dev,RESAMPLE,0,0.0
T500,5,1250-1300,offload,GA,84,0.21
T500,5,1250-1300,offload,DE,229,0.5725
T500,5,1250-1300,offload,BITFLIP,37,0.0925
T500,5,1250-1300,offload,RESAMPLE,50,0.125
T500,5,1250-1300,seq,GA,63,0.1575
T500,5,1250-1300,seq,SWAP,234,0.585
T500,5,1250-1300,seq,VNS,103,0.2575
T500,5,1250-1300,seq,RESAMPLE,0,0.0
T500,5,1250-1300,dev,DE,32,0.08
T500,5,1250-1300,dev,GDE,344,0.86
T500,5,1250-1300,dev,LEVY,24,0.06
T500,5,1250-1300,dev,RESAMPLE,0,0.0
T500,5,1300-1350,offload,GA,86,0.215
T500,5,1300-1350,offload,DE,225,0.5625
T500,5,1300-1350,offload,BITFLIP,39,0.0975
T500,5,1300-1350,offload,RESAMPLE,50,0.125
T500,5,1300-1350,seq,GA,86,0.215
T500,5,1300-1350,seq,SWAP,224,0.56
T500,5,1300-1350,seq,VNS,90,0.225
T500,5,1300-1350,seq,RESAMPLE,0,0.0
T500,5,1300-1350,dev,DE,32,0.08
T500,5,1300-1350,dev,GDE,348,0.87
T500,5,1300-1350,dev,LEVY,20,0.05
T500,5,1300-1350,dev,RESAMPLE,0,0.0
T500,5,1350-1400,offload,GA,112,0.28
T500,5,1350-1400,offload,DE,219,0.5475
T500,5,1350-1400,offload,BITFLIP,20,0.05
T500,5,1350-1400,offload,RESAMPLE,49,0.1225
T500,5,1350-1400,seq,GA,87,0.2175
T500,5,1350-1400,seq,SWAP,246,0.615
T500,5,1350-1400,seq,VNS,67,0.1675
T500,5,1350-1400,seq,RESAMPLE,0,0.0
T500,5,1350-1400,dev,DE,33,0.0825
T500,5,1350-1400,dev,GDE,341,0.8525
T500,5,1350-1400,dev,LEVY,26,0.065
T500,5,1350-1400,dev,RESAMPLE,0,0.0
T500,5,1400-1450,offload,GA,109,0.2725
T500,5,1400-1450,offload,DE,231,0.5775
T500,5,1400-1450,offload,BITFLIP,12,0.03
T500,5,1400-1450,offload,RESAMPLE,48,0.12
T500,5,1400-1450,seq,GA,51,0.1275
T500,5,1400-1450,seq,SWAP,270,0.675
T500,5,1400-1450,seq,VNS,79,0.1975
T500,5,1400-1450,seq,RESAMPLE,0,0.0
T500,5,1400-1450,dev,DE,23,0.0575
T500,5,1400-1450,dev,GDE,355,0.8875
T500,5,1400-1450,dev,LEVY,22,0.055
T500,5,1400-1450,dev,RESAMPLE,0,0.0
T500,5,1450-1500,offload,GA,77,0.1925
T500,5,1450-1500,offload,DE,240,0.6
T500,5,1450-1500,offload,BITFLIP,33,0.0825
T500,5,1450-1500,offload,RESAMPLE,50,0.125
T500,5,1450-1500,seq,GA,76,0.19
T500,5,1450-1500,seq,SWAP,258,0.645
T500,5,1450-1500,seq,VNS,66,0.165
T500,5,1450-1500,seq,RESAMPLE,0,0.0
T500,5,1450-1500,dev,DE,36,0.09
T500,5,1450-1500,dev,GDE,351,0.8775
T500,5,1450-1500,dev,LEVY,13,0.0325
T500,5,1450-1500,dev,RESAMPLE,0,0.0
T500,5,1500-1550,offload,GA,110,0.275
T500,5,1500-1550,offload,DE,221,0.5525
T500,5,1500-1550,offload,BITFLIP,41,0.1025
