gen,use_blocks_true mean,use_blocks_true var,use_blocks_false mean,use_blocks_false var
3000,0.04098702,1.4537126196e-06,0.053754619999999996,1.0068381805600002e-05
3050,0.04095939,1.4748538229000003e-06,0.053623529999999996,1.024922427609999e-05
3100,0.040904100000000006,1.5022462799999976e-06,0.05340623,1.03114451701e-05
3150,0.04086148,1.498728977599998e-06,0.053260209999999995,1.0079689908900001e-05
3200,0.04082302,1.4974811156e-06,0.0531521,9.905486935999998e-06
3250,0.04078127,1.5192490280999996e-06,0.052948339999999997,9.993995210400008e-06
3300,0.04074394,1.563647764400001e-06,0.052800150000000004,1.01637604965e-05
3350,0.040690330000000004,1.6283549581e-06,0.05267808,9.948771755600002e-06
3400,0.04066347,1.6471504100999992e-06,0.052527630000000006,9.9070186041e-06
3450,0.04063165,1.6475690664999988e-06,0.05237907000000001,9.819955210099995e-06
3500,0.04061446,1.658593072400001e-06,0.05220732,9.9793416756e-06
3550,0.04058986,1.6784386663999984e-06,0.05207226,9.836260108400005e-06
3600,0.040570659999999995,1.6989649423999972e-06,0.05188156000000001,9.711804102400005e-06
3650,0.0405166,1.6861970279999982e-06,0.05175152000000001,9.654057479600001e-06
3700,0.0404729,1.7077576980000011e-06,0.05157448,9.417092941599998e-06
3750,0.040421429999999994,1.7918447141000025e-06,0.0514089,9.203020492e-06
3800,0.040392460000000005,1.8139506184000013e-06,0.051264989999999996,9.105002786900002e-06
3850,0.04032615,1.8500685385000017e-06,0.05114429,8.796375456899998e-06
3900,0.04028484,1.8861454344000023e-06,0.051012550000000004,8.670507846500001e-06
3950,0.04025539,1.914243146900002e-06,0.05084453,8.736403088099997e-06
4000,0.04023605,1.9278613905000016e-06,0.05077235,8.8837749165e-06
4050,0.04019298,1.9011576415999984e-06,0.050667260000000006,8.881801864400002e-06
4100,0.04016037,1.918850212100002e-06,0.0505568,8.758922888e-06
4150,0.040135330000000004,1.9387169821000013e-06,0.05040781,8.8176269769e-06
4200,0.04008071,1.9474515388999994e-06,0.05028399,8.734777208899999e-06
4250,0.04004216,1.9496729104000007e-06,0.05012981,8.586235126900006e-06
4300,0.039995249999999996,1.9504471565e-06,0.0500525,8.677886110000004e-06
4350,0.039956210000000006,1.976541680900001e-06,0.049955530000000005,8.8208827901e-06
4400,0.03990085,2.020707780499999e-06,0.049808069999999996,8.701585248100003e-06
4450,0.03986231,2.0636471289000008e-06,0.04972054,8.889237740400004e-06
4500,0.03983169,2.1144293629e-06,0.04959719,8.931703344900001e-06
4550,0.03981392,2.144316933600002e-06,0.0495106,9.029531250000001e-06
4600,0.03980207,2.1598528881000003e-06,0.04942386,9.050441682399996e-06
4650,0.039764129999999995,2.1829181321000033e-06,0.049336809999999995,9.110151560899997e-06
4700,0.0397285,2.241857543999998e-06,0.04925182,9.074963135599998e-06
4750,0.039713530000000004,2.2616896920999988e-06,0.04918248,9.020358433600002e-06
4800,0.039693259999999994,2.2782540223999975e-06,0.04912463,8.952421996100002e-06
4850,0.03968319,2.2978809928999964e-06,0.04904691,8.921129828899999e-06
4900,0.03965328,2.350596587599998e-06,0.04898329,8.856925720900007e-06
4950,0.03963466,2.3781434323999988e-06,0.048920019999999995,8.9276400816e-06
5000,0.03961806,2.403917562400001e-06,0.04883237,8.899241592100003e-06
5050,0.03958968,2.4385274476000006e-06,0.04876031,8.771564934899999e-06
5100,0.03957931,2.4573769108999995e-06,0.0486906,8.903433703999993e-06
5150,0.039560490000000004,2.4913674169000004e-06,0.04863132,8.8192785576e-06
5200,0.039533620000000005,2.533133931600001e-06,0.04852825,8.752753734500004e-06
5250,0.03951883,2.5647762361000034e-06,0.04846907,8.792265510100002e-06
5300,0.03950152,2.589183491600001e-06,0.048412090000000005,8.7345228989e-06
5350,0.0394836,2.6078120540000023e-06,0.04835999,8.733552052899994e-06
5400,0.03946003,2.622703476100003e-06,0.04828026,8.751099354399999e-06
5450,0.03942159,2.6702975069000027e-06,0.04820495,8.819445594499995e-06
5500,0.0394025,2.697228754000002e-06,0.04813259,8.7529809049e-06
5550,0.03937678,2.722136097600002e-06,0.04807499,8.831596804900001e-06
5600,0.039362350000000004,2.749460338500001e-06,0.047985469999999995,8.650010872099997e-06
5650,0.039350829999999996,2.770273956100001e-06,0.04791347,8.747813090099997e-06
5700,0.03933031,2.788971708900003e-06,0.04783309,8.6430960889e-06
5750,0.039311780000000004,2.8220813396000036e-06,0.04775797,8.579780654100001e-06
5800,0.0392966,2.851486742000002e-06,0.047686309999999996,8.552963720900004e-06
5850,0.03927833,2.8625783381e-06,0.04760144,8.545274770400003e-06
5900,0.039255620000000005,2.898373379600001e-06,0.04754122,8.401998211599996e-06
5950,0.03922445,2.9434662465000023e-06,0.04746923,8.598750204099998e-06
6000,0.03920631,2.9812197528999988e-06,0.0473625,8.664914357999999e-06
6050,0.03919125,3.015438328499998e-06,0.04728618,8.555248353599998e-06
6100,0.03917738,3.044940749599999e-06,0.04718855,8.441656156500002e-06
6150,0.03916113,3.0659087921000014e-06,0.0471348,8.309102751999998e-06
6200,0.039151000000000005,3.079739926000002e-06,0.04706261,8.493932804900006e-06
6250,0.039136080000000004,3.111072411600001e-06,0.04699504,8.501029736399997e-06
6300,0.03912684,3.1331118204000022e-06,0.04692457,8.449572494100001e-06
6350,0.03911196,3.1568796803999996e-06,0.04685724,8.440302566400003e-06
6400,0.03910379,3.1684035808999986e-06,0.04678649,8.626789628900002e-06
6450,0.03908342,3.1896362935999994e-06,0.0467447,8.546133271999997e-06
6500,0.039074359999999995,3.1576421504e-06,0.04671301,8.525720476899997e-06
6550,0.03906371,3.1729557308999997e-06,0.04661451,8.322206538899999e-06
6600,0.03905124,3.1927138464000007e-06,0.046583360000000004,8.301378606399997e-06
6650,0.039038630000000005,3.2033933381e-06,0.04652033,8.4612852921e-06
6700,0.03901554,3.197488134399999e-06,0.04642814,8.313247224399997e-06
6750,0.039001469999999996,3.200186168099997e-06,0.04639756,8.243112598400004e-06
6800,0.03899049,3.180241338899997e-06,0.04636581,8.136299792899994e-06
6850,0.0389799,3.1752466419999997e-06,0.04633587,8.164814212099998e-06
6900,0.03896508,3.1622749635999968e-06,0.04626443,8.157268448099997e-06
6950,0.03895269,3.1403664849000043e-06,0.04622734,8.145790152399998e-06
7000,0.038929389999999994,3.1099409448999996e-06,0.04616394,8.142619542399993e-06
7050,0.038918140000000004,3.106514634400002e-06,0.04612698,8.174363377599998e-06
7100,0.03889318,3.1227104495999974e-06,0.046078400000000005,8.136413086e-06
7150,0.038883829999999994,3.127552286099999e-06,0.04603662,8.222357343600003e-06
7200,0.0388625,3.126822107999995e-06,0.04599359,8.236712724900003e-06
7250,0.038845210000000005,3.1238470269e-06,0.04592513,8.100047918099998e-06
7300,0.0388301,3.0825162519999977e-06,0.04588084,7.967827582400006e-06
7350,0.038821220000000004,3.0722725556000016e-06,0.0458349,7.886937452000003e-06
7400,0.03880486,3.0358337504e-06,0.045810859999999995,7.8542334964e-06
7450,0.03879746,3.0274257504000003e-06,0.04576896,7.896393640400009e-06
7500,0.03878569,3.0200311828999993e-06,0.04574785,7.860095522499998e-06
7550,0.03877768,3.0039864415999994e-06,0.04570804,7.845229894399992e-06
7600,0.038767010000000005,2.9999038868999947e-06,0.04566127,7.751807310100002e-06
7650,0.03875534,2.991497150399996e-06,0.04560303,7.713586052099999e-06
7700,0.03874383,2.9978303000999987e-06,0.04556284,7.679424462400003e-06
7750,0.0387254,3.0205002799999944e-06,0.04549848,7.619896285600003e-06
7800,0.03871281,3.0342231009000005e-06,0.04544995,7.542058110499999e-06
7850,0.0387046,3.020090600000003e-06,0.04542663,7.5395897481000035e-06
7900,0.03868912,3.0358304676000003e-06,0.045390639999999996,7.515219046399999e-06
7950,0.03867472,3.0152183015999998e-06,0.04535512,7.512906583599997e-06
8000,0.03866735,3.0270391824999985e-06,0.045296159999999995,7.337987290399998e-06
8050,0.03865945,3.0470690345000007e-06,0.045219010000000004,6.943586818900005e-06
8100,0.03864305,3.016068752500001e-06,0.04517135,7.013873290499993e-06
8150,0.038631769999999996,3.025128656100002e-06,0.04511365,6.814415412499996e-06
8200,0.0386274,3.0262552880000027e-06,0.04507132,6.795213859599999e-06
8250,0.038619930000000004,3.038697210100001e-06,0.04503409,6.834562272900004e-06
8300,0.038612350000000004,3.050903950500001e-06,0.04500825,6.827809368500002e-06
8350,0.0386052,3.0542583320000014e-06,0.0449842,6.765777304000002e-06
8400,0.03858857,3.0434215820999974e-06,0.04494457,6.659457548100001e-06
8450,0.03857582,3.0705060675999977e-06,0.04488959,6.721430164899995e-06
8500,0.03856771,3.0644253668999955e-06,0.04482212,6.824800939600002e-06
8550,0.038554820000000004,3.0923810535999954e-06,0.0447883,6.920615313999995e-06
8600,0.03854805,3.0953263244999955e-06,0.04473428,6.918235985599997e-06
8650,0.03853811,3.112087610899998e-06,0.04471091,6.958297624899998e-06
8700,0.038531510000000005,3.109984566899998e-06,0.04466849,6.891073860900002e-06
8750,0.03851751,3.1139345128999994e-06,0.04464864,6.8797849504000024e-06
8800,0.03850958,3.1264358916e-06,0.04462281,6.9529049509e-06
8850,0.03850076,3.1424143023999975e-06,0.04457081,6.905302440900004e-06
8900,0.03849462,3.153432715599998e-06,0.04452947,6.812299134099997e-06
8950,0.03848941,3.1622994829000003e-06,0.04450478,6.762996999599997e-06
9000,0.03847904,3.185589334399999e-06,0.04448775,6.685687878500001e-06
9050,0.0384667,3.2025625019999993e-06,0.04444477,6.7207317521000006e-06
9100,0.03845605,3.1990024484999995e-06,0.044406829999999994,6.688736964100003e-06
9150,0.0384467,3.1878699220000025e-06,0.044390830000000006,6.6770583860999935e-06
9200,0.03844249,3.1965324968999983e-06,0.044369900000000004,6.631776974000002e-06
9250,0.03842423,3.237558036099998e-06,0.044346540000000004,6.601284410400001e-06
9300,0.038417259999999995,3.2328830564000002e-06,0.04433529,6.5520815849000034e-06
9350,0.03840712,3.2537736796000034e-06,0.04430233,6.496390554099997e-06
9400,0.038394109999999995,3.245260446900003e-06,0.04427791,6.502977368899994e-06
9450,0.03838587,3.2648944520999995e-06,0.04423662,6.520614453599995e-06
9500,0.038379960000000005,3.273776030399997e-06,0.04421354,6.520767464400002e-06
9550,0.03836947,3.296493806100002e-06,0.04419602,6.542618665600003e-06
9600,0.038362810000000004,3.3008610728999978e-06,0.04417023,6.494899634099998e-06
9650,0.03835577,3.303593686099997e-06,0.04414916,6.420675568400005e-06
9700,0.03834838,3.3118303175999996e-06,0.044141730000000004,6.406844556100001e-06
9750,0.0383316,3.3365810940000015e-06,0.04413057,6.454641880100001e-06
9800,0.03832012,3.3392958856000015e-06,0.044092530000000005,6.477423290099999e-06
9850,0.03830542,3.3297214716000014e-06,0.04406116,6.518566390400004e-06
9900,0.038291950000000005,3.3382119265000018e-06,0.04404471,6.525729522900005e-06
9950,0.038283319999999996,3.348449743600003e-06,0.043948589999999996,6.3639522309e-06
10000,0.038271,3.356805564e-06,0.04393085,6.361441762500001e-06
