generation,block,config,intra_diversity,global_diversity,inter_diversity
4700,seq,full,5.771553464479432e-05,0.0004934151547396511,0.0004357499067633737
4700,dev,full,6.635687634584858e-08,9.245033537966342e-08,2.609346249677597e-08
4750,offload,full,0.0001007155170007738,0.0001787037459170048,7.80039399265731e-05
4750,seq,full,1.755971725091555e-05,2.140082319496492e-05,3.841240844812095e-06
4750,dev,full,7.203305254709425e-08,1.152506173991223e-07,4.321757107821471e-08
4800,offload,full,0.0001046962851269894,0.0001781427680092552,7.346186388063052e-05
4800,seq,full,4.154529727656354e-05,6.048434542267207e-05,1.894062188604753e-05
4800,dev,full,1.274041043654311e-07,1.92440329287517e-07,6.503624149385245e-08
4850,offload,full,0.0001036086728220696,0.0002166633689613052,0.0001130781253498201
4850,seq,full,4.006598121282966e-05,7.624096527201591e-05,3.61778829534323e-05
4850,dev,full,8.658838045132225e-08,1.26428103900538e-07,3.983973034853095e-08
4900,offload,full,0.0001160939219081925,0.0002213169629785297,0.0001052474755505708
4900,seq,full,0.0003708611949476418,0.000762761959515023,0.0003921915508791162
4900,dev,full,7.452495781303761e-08,9.945443618372064e-08,2.492948208642005e-08
4950,offload,full,0.0001194271745146795,0.0002021973015215671,8.278989973529686e-05
4950,seq,full,0.0001311438595123109,0.0002363522031497521,0.0001052359424708432
4950,dev,full,8.903484454567672e-08,1.409949188525764e-07,5.19600835594146e-08
5000,offload,full,0.0001525808704263429,0.0002258773680479506,7.331886920846972e-05
5000,seq,full,4.351055538919337e-05,6.082326518538468e-05,1.731421645271805e-05
5000,dev,full,7.937940270632078e-08,1.082718704556116e-07,2.889247233622483e-08
5050,offload,full,0.0001331923265503455,0.0002288425889067391,9.567574599059556e-05
5050,seq,full,9.382281839016882e-34,1.052391354697873e-31,4.198333952665337e-33
5050,dev,full,7.131716871391859e-08,8.681341069242301e-08,1.54962441888008e-08
5100,offload,full,0.0001512460922874203,0.0002266300434533542,7.540675853634448e-05
5100,seq,full,9.382281839016882e-34,1.052391354697873e-31,4.198333952665337e-33
5100,dev,full,6.555117639632732e-08,8.444549036049287e-08,1.889431644125482e-08
5150,offload,full,0.0001278039161687489,0.0002002707179851726,7.248532777864365e-05
5150,seq,full,7.490903245948204e-06,9.129523371042082e-06,1.638644674839229e-06
5150,dev,full,5.87699154785922e-08,9.120585449762492e-08,3.24359428315478e-08
5200,offload,full,6.374615746719062e-05,0.0001049158423202666,4.117493406536013e-05
5200,seq,full,0.0003326500495225614,0.0005211614495973694,0.0001886368674985245
5200,dev,full,8.682792341655839e-08,1.369026031419179e-07,5.007468842112189e-08
5250,offload,full,6.363152201262277e-05,0.0001006706719171898,3.704386398216322e-05
5250,seq,full,9.870549402815167e-34,1.051351282452793e-31,4.337061658099066e-33
5250,dev,full,5.63465373808369e-08,6.805806561637223e-08,1.171152955534362e-08
5300,offload,full,5.787184262707034e-05,0.0001387320001111712,8.086951697074455e-05
5300,seq,full,0.0004823626463101688,0.000583312515519279,0.0001010473236865216
5300,dev,full,6.124680879672145e-08,1.12605204123123e-07,5.135840161747775e-08
5350,offload,full,4.867928372833426e-05,0.0001050295529859818,5.635575568515527e-05
5350,seq,full,9.930182520821244e-05,0.0002540926876968796,0.0001548216067184864
5350,dev,full,4.523704154782329e-08,7.626066985594862e-08,3.10236311149597e-08
5400,offload,full,7.893375000555268e-05,0.0001144736680985954,3.554552925569932e-05
5400,seq,full,0.0003344739144095266,0.000485702504920451,0.0001513297976662543
5400,dev,full,8.249414749720632e-08,1.309726116268164e-07,4.847847212798971e-08
5450,offload,full,5.729440838034197e-05,0.0001148699167728429,5.758210627895488e-05
5450,seq,full,0.0006873492324718239,0.001144381867889626,0.0004576614218800267
5450,dev,full,8.314826255540691e-08,1.203471262451543e-07,3.719886987578987e-08
5500,offload,full,0.0001116779532699341,0.0001605230282294612,4.885598635681403e-05
5500,seq,full,0.0001692473415285319,0.0002600887436868267,9.087215790045083e-05
5500,dev,full,5.970282334616463e-08,8.946556491130871e-08,2.976274511898391e-08
5550,offload,full,9.492715385203835e-05,0.0001392737262529716,4.435499280097358e-05
5550,seq,full,3.139916638139292e-05,7.260757999652224e-05,4.121100150336165e-05
5550,dev,full,3.443601868321667e-08,4.102598278558869e-08,6.589964556236351e-09
5600,offload,full,9.534456346820742e-05,0.0001426677902003037,4.733225183403287e-05
5600,seq,full,9.108430406915934e-34,1.050877248537781e-31,4.340814964541467e-33
5600,dev,full,5.327184856698495e-34,6.668300791983673e-32,2.379673412988147e-33
5650,offload,full,0.0001010407658122242,0.0001465193876243375,4.548781338569117e-05
5650,seq,full,9.09183693558478e-34,1.050912645073339e-31,4.361862971421189e-33
5650,dev,full,5.327184856698495e-34,6.668300791983673e-32,2.379673412988147e-33
5700,offload,full,0.0001005487268255264,0.0001443900184292727,4.38501091124049e-05
5700,seq,full,9.039957498928276e-34,1.053778720430474e-31,4.314677687783702e-33
5700,dev,full,5.327184856698495e-34,6.668300791983673e-32,2.379673412988147e-33
5750,offload,full,0.0001009253100261901,0.0001505119941290665,4.959669447301108e-05
5750,seq,full,9.037465827356599e-34,1.05390229586543e-31,4.391422911570357e-33
5750,dev,full,5.327184856698495e-34,6.668300791983673e-32,2.379673412988147e-33
5800,offload,full,8.124416237024902e-05,0.0001313811722104111,5.014515730751989e-05
5800,seq,full,6.612783290052702e-05,9.116327713919761e-05,2.503875560501959e-05
5800,dev,full,5.327184856698495e-34,6.668300791983673e-32,2.379673412988147e-33
5850,offload,full,6.775252848005476e-05,0.0001029495045714885,3.520174586047636e-05
