gen,blocks mean,blocks var,no_blocks mean,no_blocks var
8100,54.65709,0.0002824949000000086,55.151250000000005,0.02922560649999984
8150,54.65709,0.0002824949000000086,55.151250000000005,0.02922560649999984
8200,54.65709,0.0002824949000000086,55.151250000000005,0.02922560649999984
8250,54.65709,0.0002824949000000086,55.151250000000005,0.02922560649999984
8300,54.65709,0.0002824949000000086,55.15045,0.029455718499999985
8350,54.65709,0.0002824949000000086,55.15045,0.029455718499999985
8400,54.65709,0.0002824949000000086,55.15045,0.029455718499999985
8450,54.656780000000005,0.00027120160000002264,55.15011,0.029706420899999926
8500,54.656780000000005,0.00027120160000002264,55.149680000000004,0.03002646559999997
8550,54.656780000000005,0.00027120160000002264,55.149680000000004,0.03002646559999997
8600,54.656780000000005,0.00027120160000002264,55.14937,0.029998736100000006
8650,54.656780000000005,0.00027120160000002264,55.14937,0.029998736100000006
8700,54.656780000000005,0.00027120160000002264,55.14897,0.02991695210000005
8750,54.656780000000005,0.00027120160000002264,55.14856999999999,0.029838848100000093
8800,54.656780000000005,0.00027120160000002264,55.14755,0.030042824499999822
8850,54.656780000000005,0.00027120160000002264,55.14755,0.030042824499999822
8900,54.656780000000005,0.00027120160000002264,55.14755,0.030042824499999822
8950,54.65638,0.0002663056000000156,55.147209999999994,0.029978006899999837
9000,54.65638,0.0002663056000000156,55.147209999999994,0.029978006899999837
9050,54.65638,0.0002663056000000156,55.14687,0.029902486099999855
9100,54.65638,0.0002663056000000156,55.14653,0.03015871009999979
9150,54.65638,0.0002663056000000156,55.14653,0.03015871009999979
9200,54.65638,0.0002663056000000156,55.14653,0.03015871009999979
9250,54.65638,0.0002663056000000156,55.14653,0.03015871009999979
9300,54.65638,0.0002663056000000156,55.146190000000004,0.030089798899999808
9350,54.65638,0.0002663056000000156,55.146190000000004,0.030089798899999808
9400,54.65638,0.0002663056000000156,55.145450000000004,0.02993931249999987
9450,54.65601,0.00026067690000000513,55.144619999999996,0.02978752759999992
9500,54.65601,0.00026067690000000513,55.14388,0.029637899599999972
9550,54.65601,0.00026067690000000513,55.14358,0.029594477599999974
9600,54.65601,0.00026067690000000513,55.14358,0.029594477599999974
9650,54.65601,0.00026067690000000513,55.14358,0.029594477599999974
9700,54.65601,0.00026067690000000513,55.143269999999994,0.0295318420999999
9750,54.6557,0.0002506359999999942,55.1426,0.02938602399999986
9800,54.655330000000006,0.00024358210000000443,55.14229,0.029324144899999786
9850,54.654959999999996,0.0002515704000000087,55.14152,0.02918362759999979
9900,54.65493,0.0002512341000000134,55.14121,0.029115498899999714
9950,54.6549,0.0002509140000000102,55.14121,0.029115498899999714
10000,54.6549,0.0002509140000000102,55.14121,0.029115498899999714
