gen,use_blocks_true mean,use_blocks_true var,use_blocks_false mean,use_blocks_false var
1450,0.34771,5.736908000000093e-07,0.3779985,3.687435544999999e-05
1500,0.3474897,5.655096099999984e-07,0.3777678,3.443003775999998e-05
1550,0.3473199,6.016878900000136e-07,0.3776657,3.5593542809999974e-05
1600,0.34721989999999997,5.233778900000042e-07,0.37754509999999997,3.7049221689999905e-05
1650,0.3470545,5.660684499999939e-07,0.3773899,3.8956790889999865e-05
1700,0.346983,5.738261999999973e-07,0.3772388,4.0903315759999844e-05
1750,0.3468339,5.270116900000075e-07,0.37705069999999996,4.195198100999982e-05
1800,0.34665840000000003,4.574410399999973e-07,0.37686889999999995,4.5202672889999876e-05
1850,0.34650919999999996,5.453343599999932e-07,0.3767464,4.6658695639999895e-05
1900,0.3463379,4.741632900000061e-07,0.3765524,4.8849828639999844e-05
1950,0.3462152,4.3478655999999736e-07,0.37638289999999996,5.007610268999991e-05
2000,0.346107,5.022586000000044e-07,0.37620109999999995,5.342626228999991e-05
2050,0.3459355,5.198022500000034e-07,0.37599879999999997,5.5603856559999906e-05
2100,0.34584760000000003,5.194626400000064e-07,0.3758559,5.7146510289999856e-05
2150,0.3456432,5.223043600000144e-07,0.3756353,6.052490040999998e-05
2200,0.34553090000000003,5.65243690000005e-07,0.3755188,6.279148495999995e-05
2250,0.3454165,5.502452499999987e-07,0.3753147,6.268939420999997e-05
2300,0.3453041,4.626570900000014e-07,0.3751249,6.548419788999997e-05
2350,0.34525510000000004,4.2864189000000877e-07,0.3749267,6.81182116099999e-05
2400,0.3452102,3.7564996000000404e-07,0.374751,6.957276139999998e-05
2450,0.3451019,3.5246728999999857e-07,0.3746305,7.038022265e-05
2500,0.345055,3.026398000000011e-07,0.37455289999999997,7.182117968999997e-05
2550,0.345004,3.565433999999979e-07,0.3743609,7.465424929000003e-05
2600,0.344959,3.5844659999999554e-07,0.3742915,7.605380264999997e-05
2650,0.3448875,3.4414004999999193e-07,0.3741689,7.832778469000001e-05
2700,0.3447731,4.025088899999984e-07,0.3740098,7.929490955999997e-05
2750,0.34472420000000004,5.052821600000045e-07,0.3739894,7.960905323999994e-05
2800,0.3446997,4.812738100000001e-07,0.3737749,8.308906369000005e-05
2850,0.34460379999999996,4.5827176000000007e-07,0.3736728,8.417199356000002e-05
2900,0.3445017,5.148822100000038e-07,0.3735502,8.613679476000011e-05
2950,0.3444568,5.020213599999879e-07,0.3735073,8.578811961000003e-05
3000,0.3443832,4.478563599999893e-07,0.3734645,8.548140465000001e-05
3050,0.3443443,4.6373400999999304e-07,0.3733889,8.644157748999996e-05
3100,0.3443381,4.7029269000000405e-07,0.3733072,8.754302956e-05
3150,0.3443155,5.061520499999998e-07,0.37320929999999997,8.821496020999999e-05
3200,0.3442503,4.821950100000067e-07,0.3730928,8.935968495999997e-05
3250,0.3442014,4.1309324000001107e-07,0.3729458,9.161188116e-05
3300,0.3441523,3.9782481000000786e-07,0.3727763,9.463275501e-05
3350,0.3441074,3.820956400000031e-07,0.3725904,9.658078523999998e-05
3400,0.3440808,4.050175600000007e-07,0.3725128,9.793812815999997e-05
3450,0.34405830000000004,3.837508100000032e-07,0.3724637,9.891227880999991e-05
3500,0.3440359,4.1010889000000546e-07,0.3723881,0.00010004349308999989
3550,0.3440093,4.3358120999999904e-07,0.372286,0.00010096140319999993
3600,0.3439665,4.421886499999949e-07,0.3722104,0.00010270473043999999
3650,0.3438787,4.49527210000003e-07,0.3721062,0.00010411713335999998
3700,0.3438582,4.375531600000027e-07,0.3719898,0.00010644929275999994
3750,0.3438582,4.375531600000027e-07,0.37184680000000003,0.00010877586555999999
3800,0.34383559999999996,4.1632704000000056e-07,0.37174260000000003,0.00010950088864000017
3850,0.3437682,3.9139835999998926e-07,0.3716671,0.0001107141100900002
3900,0.34376419999999996,3.892239599999902e-07,0.3715691,0.00011298379469000006
3950,0.3437398,3.971735599999944e-07,0.3714772,0.00011369396715999994
4000,0.34369489999999997,4.004152899999957e-07,0.3714078,0.00011465313415999996
4050,0.34365199999999996,4.289847999999969e-07,0.3713137,0.00011657269121000019
4100,0.34362539999999997,4.517384399999958e-07,0.3712218,0.00011803186816000018
4150,0.3435826,4.720352399999923e-07,0.3710747,0.0001189037986100001
4200,0.3435581,4.309978899999967e-07,0.37100530000000004,0.00011933499821000014
4250,0.34347019999999995,4.800667600000015e-07,0.37093370000000003,0.00012084529981000011
4300,0.3434293,4.6039381000000234e-07,0.3708663,0.00012196722721000003
4350,0.3433619,5.255974899999944e-07,0.3707928,0.00012361191016000008
4400,0.3433415,5.40926049999993e-07,0.370752,0.00012426103000000004
4450,0.3432986,5.788886399999949e-07,0.3706785,0.00012612571325000004
4500,0.3432986,5.788886399999949e-07,0.3705968,0.00012562517676000003
4550,0.3432128,6.323343600000043e-07,0.3704765,0.00012842557365000005
4600,0.3431822,6.928171600000024e-07,0.370454,0.00012893055240000012
4650,0.3431516,6.776334400000034e-07,0.370405,0.00012899498740000012
4700,0.3431311,7.011612899999983e-07,0.37026210000000004,0.0001297899168899999
4750,0.3431311,7.011612899999983e-07,0.3702191,0.00013050619848999998
4800,0.3431107,6.995660099999983e-07,0.3701476,0.00013062638903999993
4850,0.3430639,7.102220899999922e-07,0.3701067,0.00013148411520999992
4900,0.3430618,7.041965599999942e-07,0.37008220000000003,0.00013179315575999993
4950,0.3430618,7.041965599999942e-07,0.3699515,0.0001330084322499999
5000,0.3430414,7.364530399999918e-07,0.3698576,0.00013495440343999995
5050,0.3430414,7.364530399999918e-07,0.369686,0.00013469041880000002
5100,0.342976,7.011599999999875e-07,0.3696144,0.0001352768306400001
5150,0.3429514,7.027360399999883e-07,0.3695184,0.00013542688623999997
5200,0.3429514,7.027360399999883e-07,0.3694919,0.00013631822169000003
5250,0.3429494,7.078216399999934e-07,0.3694041,0.00013828871929000012
5300,0.3429086,7.864840399999926e-07,0.3692591,0.00014024671809000007
5350,0.3429086,7.864840399999926e-07,0.3692591,0.00014024671809000007
5400,0.3428616,7.844062399999923e-07,0.3692305,0.0001412224242499999
5450,0.3428616,7.844062399999923e-07,0.3691774,0.0001421460832399999
5500,0.3428616,7.844062399999923e-07,0.3691774,0.0001421460832399999
5550,0.3428616,7.844062399999923e-07,0.3691426,0.00014288771643999993
5600,0.3428616,7.844062399999923e-07,0.3690895,0.00014367269904999992
5650,0.3428616,7.844062399999923e-07,0.3689956,0.00014481687804
5700,0.3428595,7.903116499999902e-07,0.368967,0.00014541303360000006
5750,0.3428595,7.903116499999902e-07,0.3689221,0.00014640199508999998
5800,0.3428575,7.931496499999852e-07,0.36889760000000005,0.00014678308523999998
5850,0.3428575,7.931496499999852e-07,0.36887309999999995,0.00014607615488999984
5900,0.3428514,7.765936399999911e-07,0.3688262,0.00014715346195999984
5950,0.3428494,7.822592399999968e-07,0.3687302,0.00014917709575999998
6000,0.3428494,7.822592399999968e-07,0.36863429999999997,0.00015031811640999995
6050,0.3428494,7.822592399999968e-07,0.3685852,0.0001507151359600001
6100,0.3428494,7.822592399999968e-07,0.3685117,0.00015029288961000014
6150,0.3428494,7.822592399999968e-07,0.36838519999999997,0.00015209890876000006
6200,0.3428289,7.540368899999958e-07,0.36836070000000004,0.00015143689181000005
6250,0.342788,8.463339999999905e-07,0.3683055,0.00015235697645000004
6300,0.342788,8.463339999999905e-07,0.3682585,0.00015373194725000011
6350,0.342788,8.463339999999905e-07,0.368232,0.00015431403300000013
6400,0.342788,8.463339999999905e-07,0.3681625,0.00015537476505000008
6450,0.342788,8.463339999999905e-07,0.36810740000000003,0.00015646528364000013
6500,0.342788,8.463339999999905e-07,0.3680584,0.00015642379904000006
6550,0.342788,8.463339999999905e-07,0.3679829,0.00015425500869000003
6600,0.342786,8.463539999999904e-07,0.36795429999999996,0.00015486330781000005
6650,0.3427655,9.143422499999934e-07,0.36795429999999996,0.00015486330781000005
6700,0.3427655,9.143422499999934e-07,0.36792569999999997,0.00015533988321000011
6750,0.3427655,9.143422499999934e-07,0.3679052,0.00015579801516000014
6800,0.3427655,9.143422499999934e-07,0.3678521,0.00015701986209000016
6850,0.3427655,9.143422499999934e-07,0.367799,0.00015824637340000004
6900,0.3427635,9.213802500000003e-07,0.367799,0.00015824637340000004
6950,0.3427635,9.213802500000003e-07,0.367799,0.00015824637340000004
7000,0.3427635,9.213802500000003e-07,0.367799,0.00015824637340000004
7050,0.3427614,9.149498400000024e-07,0.3677479,0.00015835753809000016
7100,0.3427308,9.536507600000017e-07,0.3676989,0.0001597085636900001
7150,0.3427063,8.947732099999902e-07,0.3676989,0.0001597085636900001
7200,0.3426818,8.667609599999902e-07,0.3676723,0.00016030220121000008
7250,0.3426613,8.886160099999907e-07,0.3676437,0.0001609546816100001
7300,0.3426613,8.886160099999907e-07,0.3676437,0.0001609546816100001
7350,0.3426613,8.886160099999907e-07,0.3676437,0.0001609546816100001
7400,0.3426409,9.178736899999873e-07,0.3676437,0.0001609546816100001
7450,0.3426409,9.178736899999873e-07,0.3675764,0.00016151194464000002
7500,0.34262040000000005,8.986918399999916e-07,0.3675539,0.0001608258138899999
7550,0.3426,8.971087999999927e-07,0.3675314,0.00016162848564000003
7600,0.342598,8.90412799999986e-07,0.3674906,0.00016257561683999996
7650,0.3425714,8.082028399999901e-07,0.3674681,0.00016310157008999992
7700,0.3425714,8.082028399999901e-07,0.3674232,0.00016446573655999995
7750,0.3425714,8.082028399999901e-07,0.3673251,0.00016469183369000005
7800,0.3425714,8.082028399999901e-07,0.3672762,0.00016609901996000005
7850,0.3425714,8.082028399999901e-07,0.3672762,0.00016609901996000005
7900,0.3425714,8.082028399999901e-07,0.3672558,0.00016662591116000001
7950,0.3425714,8.082028399999901e-07,0.36722920000000003,0.00016732418775999998
8000,0.3425714,8.082028399999901e-07,0.3671414,0.00016518040724
8050,0.342551,8.095981999999906e-07,0.36711689999999997,0.00016575643408999998
8100,0.342551,8.095981999999906e-07,0.3670964,0.00016624085524000003
8150,0.3425306,8.768284399999846e-07,0.3670759,0.00016673029889000004
8200,0.3425306,8.768284399999846e-07,0.3670759,0.00016673029889000004
8250,0.3425306,8.768284399999846e-07,0.36698200000000003,0.00016825309060000015
8300,0.3425102,8.799047599999844e-07,0.36698200000000003,0.00016825309060000015
8350,0.3425102,8.799047599999844e-07,0.3669595,0.00016886366185000023
8400,0.3425102,8.799047599999844e-07,0.3669595,0.00016886366185000023
8450,0.3425102,8.799047599999844e-07,0.3669595,0.00016886366185000023
8500,0.3425102,8.799047599999844e-07,0.3669391,0.00016842601249000028
8550,0.3425102,8.799047599999844e-07,0.366888,0.00016824593140000028
8600,0.34248979999999996,9.071591599999897e-07,0.36684510000000004,0.0001684602552900003
8650,0.34246940000000003,8.494108399999946e-07,0.36684510000000004,0.0001684602552900003
8700,0.34246940000000003,8.494108399999946e-07,0.3668227,0.00016781853561000028
8750,0.34246940000000003,8.494108399999946e-07,0.36679819999999996,0.00016839398916000025
8800,0.34246940000000003,8.494108399999946e-07,0.36679819999999996,0.00016839398916000025
8850,0.34246940000000003,8.494108399999946e-07,0.3667716,0.00016911899344000024
8900,0.34246940000000003,8.494108399999946e-07,0.3667471,0.00016834390409000024
8950,0.34246940000000003,8.494108399999946e-07,0.3667471,0.00016834390409000024
9000,0.342449,7.991533999999853e-07,0.3667471,0.00016834390409000024
9050,0.3424265,8.084796499999867e-07,0.3666982,0.0001682018671600002
9100,0.3424265,8.084796499999867e-07,0.3666982,0.0001682018671600002
9150,0.3424265,8.084796499999867e-07,0.3666492,0.00016796399416000012
9200,0.3424265,8.084796499999867e-07,0.3666492,0.00016796399416000012
9250,0.3424245,8.097496499999846e-07,0.3665981,0.0001677835220900002
9300,0.3424245,8.097496499999846e-07,0.3665981,0.0001677835220900002
9350,0.3424245,8.097496499999846e-07,0.3665981,0.0001677835220900002
9400,0.34239800000000004,7.911863999999876e-07,0.3665981,0.0001677835220900002
9450,0.34239800000000004,7.911863999999876e-07,0.3665981,0.0001677835220900002
9500,0.34239800000000004,7.911863999999876e-07,0.3665695,0.00016881494105
9550,0.34235509999999997,7.876716899999859e-07,0.366549,0.0001683675388
9600,0.34235509999999997,7.876716899999859e-07,0.366549,0.0001683675388
9650,0.34235509999999997,7.876716899999859e-07,0.3665265,0.0001691883950500001
9700,0.34235509999999997,7.876716899999859e-07,0.3664796,0.00016936478344000005
9750,0.3423347,7.261004099999916e-07,0.3664551,0.00016867544409000004
9800,0.3423143,7.486832099999897e-07,0.3664551,0.00016867544409000004
9850,0.3423143,7.486832099999897e-07,0.3664551,0.00016867544409000004
9900,0.3423143,7.486832099999897e-07,0.3664551,0.00016867544409000004
9950,0.3423143,7.486832099999897e-07,0.3664346,0.00016836988544000005
10000,0.3423143,7.486832099999897e-07,0.3664081,0.00016898520748999992
