variant,scale,seed,best_fit,runtime_s,alpha,source,note,path,complete,monotonic_non_increasing
CCHIHH-full,T100,1,0.190472,19.274,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s1.log,True,True
CCHIHH-full,T100,2,0.193739,40.897,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s2.log,True,True
CCHIHH-full,T100,3,0.19008,38.283,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s3.log,True,True
CCHIHH-full,T100,4,0.187465,30.58,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s4.log,True,True
CCHIHH-full,T100,5,0.190112,21.659,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s5.log,True,True
CCHIHH-full,T100,6,0.190178,41.245,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s6.log,True,True
CCHIHH-full,T100,7,0.1874,44.237,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s7.log,True,True
CCHIHH-full,T100,8,0.193674,40.352,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s8.log,True,True
CCHIHH-full,T100,9,0.189982,41.433,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s9.log,True,True
CCHIHH-full,T100,10,0.189982,41.65,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.2_s10.log,True,True
CCHIHH-full,T200,1,0.0304015,125.694,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s1.log,True,True
CCHIHH-full,T200,2,0.0306702,117.722,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s2.log,True,True
CCHIHH-full,T200,3,0.0300858,124.812,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s3.log,True,True
CCHIHH-full,T200,4,0.0371709,132.063,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s4.log,True,True
CCHIHH-full,T200,5,0.0313835,121.051,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s5.log,True,True
CCHIHH-full,T200,6,0.0313707,121.88,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s6.log,True,True
CCHIHH-full,T200,7,0.0333986,122.863,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s7.log,True,True
CCHIHH-full,T200,8,0.0360696,103.267,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s8.log,True,True
CCHIHH-full,T200,9,0.0306614,113.314,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s9.log,True,True
CCHIHH-full,T200,10,0.0319774,111.114,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.2_s10.log,True,True
CCHIHH-full,T500,1,0.0288034,205.886,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s1.log,True,True
CCHIHH-full,T500,2,0.0247753,203.313,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s2.log,True,True
CCHIHH-full,T500,3,0.0252526,203.36,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s3.log,True,True
CCHIHH-full,T500,4,0.0264371,203.661,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s4.log,True,True
CCHIHH-full,T500,5,0.0285429,202.858,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s5.log,True,True
CCHIHH-full,T500,6,0.0261384,203.177,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s6.log,True,True
CCHIHH-full,T500,7,0.0296844,213.836,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s7.log,True,True
CCHIHH-full,T500,8,0.0247673,206.753,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s8.log,True,True
CCHIHH-full,T500,9,0.0574845,373.509,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s9.log,True,True
CCHIHH-full,T500,10,0.0260142,455.446,0.2,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.2_s10.log,True,True
CCHIHH-full,T100,1,0.342282,20.949,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s1.log,True,True
CCHIHH-full,T100,2,0.34122,20.43,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s2.log,True,True
CCHIHH-full,T100,3,0.340096,21.243,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s3.log,True,True
CCHIHH-full,T100,4,0.339586,20.843,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s4.log,True,True
CCHIHH-full,T100,5,0.343119,21.085,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s5.log,True,True
CCHIHH-full,T100,6,0.342629,21.943,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s6.log,True,True
CCHIHH-full,T100,7,0.340648,21.333,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s7.log,True,True
CCHIHH-full,T100,8,0.341567,20.776,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s8.log,True,True
CCHIHH-full,T100,9,0.342629,21.875,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s9.log,True,True
CCHIHH-full,T100,10,0.340934,20.572,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T100_s10.log,True,True
CCHIHH-full,T200,1,0.0343943,57.154,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s1.log,True,True
CCHIHH-full,T200,2,0.0356493,54.753,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s2.log,True,True
CCHIHH-full,T200,3,0.0354312,56.206,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s3.log,True,True
CCHIHH-full,T200,4,0.0346693,56.891,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s4.log,True,True
CCHIHH-full,T200,5,0.0332743,53.586,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s5.log,True,True
CCHIHH-full,T200,6,0.0351331,54.469,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s6.log,True,True
CCHIHH-full,T200,7,0.0390722,57.406,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s7.log,True,True
CCHIHH-full,T200,8,0.0376777,55.356,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s8.log,True,True
CCHIHH-full,T200,9,0.0397806,56.638,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s9.log,True,True
CCHIHH-full,T200,10,0.0356928,54.604,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T200_s10.log,True,True
CCHIHH-full,T500,1,0.027684,231.423,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s1.log,True,True
CCHIHH-full,T500,2,0.0246996,234.207,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s2.log,True,True
CCHIHH-full,T500,3,0.0273726,236.589,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s3.log,True,True
CCHIHH-full,T500,4,0.0284491,234.713,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s4.log,True,True
CCHIHH-full,T500,5,0.0241066,232.031,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s5.log,True,True
CCHIHH-full,T500,6,0.0262353,234.938,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s6.log,True,True
CCHIHH-full,T500,7,0.0240134,232.738,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s7.log,True,True
CCHIHH-full,T500,8,0.0263911,235.062,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s8.log,True,True
CCHIHH-full,T500,9,0.0465149,231.214,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s9.log,True,True
CCHIHH-full,T500,10,0.0258762,230.835,0.5,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_full\cchihh_full_T500_s10.log,True,True
CCHIHH-full,T100,1,0.493062,19.824,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s1.log,True,True
CCHIHH-full,T100,2,0.492474,41.605,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s2.log,True,True
CCHIHH-full,T100,3,0.493373,39.548,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s3.log,True,True
CCHIHH-full,T100,4,0.491992,29.152,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s4.log,True,True
CCHIHH-full,T100,5,0.492343,23.214,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s5.log,True,True
CCHIHH-full,T100,6,0.493274,40.859,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s6.log,True,True
CCHIHH-full,T100,7,0.493511,41.756,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s7.log,True,True
CCHIHH-full,T100,8,0.493397,39.42,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s8.log,True,True
CCHIHH-full,T100,9,0.492556,42.03,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s9.log,True,True
CCHIHH-full,T100,10,0.492523,40.92,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T100_a0.8_s10.log,True,True
CCHIHH-full,T200,1,0.0387413,126.094,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s1.log,True,True
CCHIHH-full,T200,2,0.0386512,118.525,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s2.log,True,True
CCHIHH-full,T200,3,0.0386249,124.711,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s3.log,True,True
CCHIHH-full,T200,4,0.0387224,129.113,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s4.log,True,True
CCHIHH-full,T200,5,0.0386103,122.736,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s5.log,True,True
CCHIHH-full,T200,6,0.0384502,123.079,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s6.log,True,True
CCHIHH-full,T200,7,0.038601,122.076,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s7.log,True,True
CCHIHH-full,T200,8,0.0385025,100.269,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s8.log,True,True
CCHIHH-full,T200,9,0.0387567,110.777,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s9.log,True,True
CCHIHH-full,T200,10,0.0383597,115.566,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T200_a0.8_s10.log,True,True
CCHIHH-full,T500,1,0.0217916,200.803,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s1.log,True,True
CCHIHH-full,T500,2,0.0229397,196.242,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s2.log,True,True
CCHIHH-full,T500,3,0.0214887,200.928,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s3.log,True,True
CCHIHH-full,T500,4,0.0259185,202.33,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s4.log,True,True
CCHIHH-full,T500,5,0.023176,203.302,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s5.log,True,True
CCHIHH-full,T500,6,0.0229737,205.213,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s6.log,True,True
CCHIHH-full,T500,7,0.024466,206.353,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s7.log,True,True
CCHIHH-full,T500,8,0.0215944,205.349,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s8.log,True,True
CCHIHH-full,T500,9,0.0427851,378.518,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s9.log,True,True
CCHIHH-full,T500,10,0.0259712,449.347,0.8,new_rerun,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\results\rerun_alpha\cchihh_full_T500_a0.8_s10.log,True,True
CCHIHH-full-old,T100,1,0.156283,23.302,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T100,2,0.154479,22.709,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T100,3,0.15517,23.419,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T100,4,0.158761,23.513,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T100,5,0.156755,23.095,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T100,6,0.1563,23.225,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T100,7,0.155726,23.885,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T100,8,0.153704,23.587,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T100,9,0.156704,22.973,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T100,10,0.157429,22.616,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T200,1,0.0255479,51.619,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T200,2,0.0256209,52.729,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T200,3,0.0273239,53.797,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T200,4,0.0252918,54.194,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T200,5,0.0258391,48.413,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T200,6,0.0270998,51.962,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T200,7,0.0250381,52.479,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T200,8,0.0262924,50.872,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T200,9,0.0296259,53.812,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T200,10,0.0263105,52.293,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T500,1,0.0200415,231.429,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T500,2,0.0209823,220.974,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T500,3,0.0205247,230.009,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T500,4,0.0195101,231.089,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T500,5,0.0206859,228.936,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T500,6,0.0213332,226.376,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T500,7,0.0206961,228.571,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T500,8,0.0212399,230.919,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T500,9,0.0209299,228.351,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T500,10,0.0223514,228.176,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T100,1,0.342629,32.395,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T100,2,0.341934,32.675,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T100,3,0.341832,33.213,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed3.txt,True,True
CCHIHH-full-old,T100,4,0.343752,33.727,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed4.txt,True,True
CCHIHH-full-old,T100,5,0.34173,32.538,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed5.txt,True,True
CCHIHH-full-old,T100,6,0.341669,33.03,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed6.txt,True,True
CCHIHH-full-old,T100,7,0.342425,33.703,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed7.txt,True,True
CCHIHH-full-old,T100,8,0.340791,33.57,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed8.txt,True,True
CCHIHH-full-old,T100,9,0.343589,32.252,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed9.txt,True,True
CCHIHH-full-old,T100,10,0.342792,33.647,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\CCHIHH_Full_seed10.txt,True,True
CCHIHH-full-old,T200,1,0.0371113,82.244,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed1.txt,True,True
CCHIHH-full-old,T200,2,0.0380103,85.354,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed2.txt,True,True
CCHIHH-full-old,T200,3,0.0364965,89.189,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\CCHIHH_Full_seed3.txt,True,True
