variant,scale,seed,best_fit,runtime_s,alpha,source,note,path,complete,monotonic_non_increasing
DSAC-DE,T100,7,0.324007,14.298,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed7.txt,True,True
DSAC-DE,T100,8,0.324639,14.346,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed8.txt,True,True
DSAC-DE,T100,9,0.326507,14.23,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed9.txt,True,True
DSAC-DE,T100,10,0.330086,14.014,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T100\DSAC_DE_seed10.txt,True,True
DSAC-DE,T200,1,0.0455815,18.372,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed1.txt,True,True
DSAC-DE,T200,2,0.0482269,18.351,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed2.txt,True,True
DSAC-DE,T200,3,0.0465502,18.642,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed3.txt,True,True
DSAC-DE,T200,4,0.0498508,35.956,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed4.txt,True,True
DSAC-DE,T200,5,0.0459053,32.969,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed5.txt,True,True
DSAC-DE,T200,6,0.0477472,18.36,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed6.txt,True,True
DSAC-DE,T200,7,0.0463102,20.777,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed7.txt,True,True
DSAC-DE,T200,8,0.0470571,22.958,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed8.txt,True,True
DSAC-DE,T200,9,0.0491592,22.724,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed9.txt,True,True
DSAC-DE,T200,10,0.0448205,23.026,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T200\DSAC_DE_seed10.txt,True,True
DSAC-DE,T500,1,0.0345515,50.026,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed1.txt,True,True
DSAC-DE,T500,2,0.0339971,46.958,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed2.txt,True,True
DSAC-DE,T500,3,0.0352364,48.534,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed3.txt,True,True
DSAC-DE,T500,4,0.0333656,73.159,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed4.txt,True,True
DSAC-DE,T500,5,0.0354376,43.845,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed5.txt,True,True
DSAC-DE,T500,6,0.0337935,43.892,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed6.txt,True,True
DSAC-DE,T500,7,0.0332587,43.993,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed7.txt,True,True
DSAC-DE,T500,8,0.0350086,44.352,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed8.txt,True,True
DSAC-DE,T500,9,0.0751695,43.668,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed9.txt,True,True
DSAC-DE,T500,10,0.0349028,43.985,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\dsac_de_multiscale\T500\DSAC_DE_seed10.txt,True,True
DSAC-DE,T100,1,0.486164,76.979,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed1.txt,True,True
DSAC-DE,T100,2,0.486261,79.508,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed2.txt,True,True
DSAC-DE,T100,3,0.488692,71.726,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed3.txt,True,True
DSAC-DE,T100,4,0.488499,70.682,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed4.txt,True,True
DSAC-DE,T100,5,0.486105,70.671,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed5.txt,True,True
DSAC-DE,T100,6,0.486004,69.577,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed6.txt,True,True
DSAC-DE,T100,7,0.485852,72.26,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed7.txt,True,True
DSAC-DE,T100,8,0.485633,76.941,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed8.txt,True,True
DSAC-DE,T100,9,0.485805,77.918,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed9.txt,True,True
DSAC-DE,T100,10,0.48578,78.863,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\DSAC_DE_seed10.txt,True,True
DSAC-DE,T200,1,0.0518197,165.539,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed1.txt,True,True
DSAC-DE,T200,2,0.051916,165.059,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed2.txt,True,True
DSAC-DE,T200,3,0.0487132,164.836,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed3.txt,True,True
DSAC-DE,T200,4,0.0505439,164.576,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed4.txt,True,True
DSAC-DE,T200,5,0.0518164,156.741,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed5.txt,True,True
DSAC-DE,T200,6,0.0532062,149.879,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed6.txt,True,True
DSAC-DE,T200,7,0.0517302,149.776,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed7.txt,True,True
DSAC-DE,T200,8,0.0510699,148.39,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed8.txt,True,True
DSAC-DE,T200,9,0.0492211,147.703,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed9.txt,True,True
DSAC-DE,T200,10,0.0529188,147.822,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T200\DSAC_DE_seed10.txt,True,True
DSAC-DE,T500,1,0.0364414,79.448,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed1.txt,True,True
DSAC-DE,T500,2,0.0321688,93.615,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed2.txt,True,True
DSAC-DE,T500,3,0.0353043,98.135,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed3.txt,True,True
DSAC-DE,T500,4,0.0346347,99.069,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed4.txt,True,True
DSAC-DE,T500,5,0.0330528,100.081,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed5.txt,True,True
DSAC-DE,T500,6,0.0328475,100.593,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed6.txt,True,True
DSAC-DE,T500,7,0.0332198,99.127,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed7.txt,True,True
DSAC-DE,T500,8,0.0331074,96.151,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed8.txt,True,True
DSAC-DE,T500,9,0.0342091,93.164,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed9.txt,True,True
DSAC-DE,T500,10,0.0350506,73.65,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T500\DSAC_DE_seed10.txt,True,True
IMOMA,T100,1,0.183254,64.012,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed1.txt,True,True
IMOMA,T100,2,0.182613,65.976,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed2.txt,True,True
IMOMA,T100,3,0.183321,87.874,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed3.txt,True,True
IMOMA,T100,4,0.183591,87.249,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed4.txt,True,True
IMOMA,T100,5,0.183911,85.718,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed5.txt,True,True
IMOMA,T100,6,0.186912,86.757,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed6.txt,True,True
IMOMA,T100,7,0.185007,84.038,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed7.txt,True,True
IMOMA,T100,8,0.184855,87.127,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed8.txt,True,True
IMOMA,T100,9,0.183186,83.404,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed9.txt,True,True
IMOMA,T100,10,0.187299,85.023,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T100\IMOMA_seed10.txt,True,True
IMOMA,T200,1,0.042729,304.921,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed1.txt,True,True
IMOMA,T200,2,0.0442706,307.189,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed2.txt,True,True
IMOMA,T200,3,0.0432004,309.104,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed3.txt,True,True
IMOMA,T200,4,0.0447491,305.776,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed4.txt,True,True
IMOMA,T200,5,0.0440206,308.261,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed5.txt,True,True
IMOMA,T200,6,0.0446573,346.205,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed6.txt,True,True
IMOMA,T200,7,0.0411577,337.233,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed7.txt,True,True
IMOMA,T200,8,0.0422436,340.948,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed8.txt,True,True
IMOMA,T200,9,0.0423254,346.652,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed9.txt,True,True
IMOMA,T200,10,0.044042,339.548,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T200\IMOMA_seed10.txt,True,True
IMOMA,T500,1,0.0379497,1131.76,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed1.txt,True,True
IMOMA,T500,2,0.0382904,1178.51,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed2.txt,True,True
IMOMA,T500,3,0.0370289,1119.12,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed3.txt,True,True
IMOMA,T500,4,0.0388533,1142.18,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed4.txt,True,True
IMOMA,T500,5,0.0389013,1143.03,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed5.txt,True,True
IMOMA,T500,6,0.0386545,1195.88,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed6.txt,True,True
IMOMA,T500,7,0.0389134,1160.46,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed7.txt,True,True
IMOMA,T500,8,0.0383229,1219.0,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed8.txt,True,True
IMOMA,T500,9,0.0404162,1115.48,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed9.txt,True,True
IMOMA,T500,10,0.0370634,1162.13,0.2,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.2\T500\IMOMA_seed10.txt,True,True
IMOMA,T100,1,0.37835,103.939,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed1.txt,True,True
IMOMA,T100,2,0.376144,104.649,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed2.txt,True,True
IMOMA,T100,3,0.377043,77.488,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed3.txt,True,True
IMOMA,T100,4,0.377288,104.456,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed4.txt,True,True
IMOMA,T100,5,0.376491,105.617,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed5.txt,True,True
IMOMA,T100,6,0.380004,106.316,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed6.txt,True,True
IMOMA,T100,7,0.377165,105.754,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed7.txt,True,True
IMOMA,T100,8,0.378329,78.819,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed8.txt,True,True
IMOMA,T100,9,0.37498,103.031,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed9.txt,True,True
IMOMA,T100,10,0.378922,105.577,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T100\IMOMA_seed10.txt,True,True
IMOMA,T200,1,0.0561089,332.255,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed1.txt,True,True
IMOMA,T200,2,0.0576837,347.746,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed2.txt,True,True
IMOMA,T200,3,0.0604564,345.939,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed3.txt,True,True
IMOMA,T200,4,0.0559108,341.576,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed4.txt,True,True
IMOMA,T200,5,0.056316,335.329,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed5.txt,True,True
IMOMA,T200,6,0.0581088,339.385,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed6.txt,True,True
IMOMA,T200,7,0.0598028,341.504,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed7.txt,True,True
IMOMA,T200,8,0.0579043,349.117,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed8.txt,True,True
IMOMA,T200,9,0.0558003,340.988,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed9.txt,True,True
IMOMA,T200,10,0.05789,338.951,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T200\IMOMA_seed10.txt,True,True
IMOMA,T500,1,0.0468562,1208.62,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed1.txt,True,True
IMOMA,T500,2,0.0462214,1262.99,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed2.txt,True,True
IMOMA,T500,3,0.0464914,1198.33,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed3.txt,True,True
IMOMA,T500,4,0.047312,1193.97,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed4.txt,True,True
IMOMA,T500,5,0.0451264,1206.54,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed5.txt,True,True
IMOMA,T500,6,0.0464004,1239.48,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed6.txt,True,True
IMOMA,T500,7,0.046926,1196.63,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed7.txt,True,True
IMOMA,T500,8,0.0447715,1168.84,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed8.txt,True,True
IMOMA,T500,9,0.0496032,1188.37,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed9.txt,True,True
IMOMA,T500,10,0.045308,1214.5,0.5,old_baseline,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\cchihh_ablation_suite\baseline\T500\IMOMA_seed10.txt,True,True
IMOMA,T100,1,0.491528,106.237,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed1.txt,True,True
IMOMA,T100,2,0.491781,104.182,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed2.txt,True,True
IMOMA,T100,3,0.491634,104.211,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed3.txt,True,True
IMOMA,T100,4,0.491802,100.774,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed4.txt,True,True
IMOMA,T100,5,0.491929,101.153,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed5.txt,True,True
IMOMA,T100,6,0.492245,102.192,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed6.txt,True,True
IMOMA,T100,7,0.491393,100.616,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed7.txt,True,True
IMOMA,T100,8,0.491899,100.872,0.8,old_alpha_runs,,C:\Users\Hu\Desktop\CED_schedule_Final - 副本\outputs\results\alpha_sensitivity_cga_imoma_dsac\runs\alpha_0.8\T100\IMOMA_seed8.txt,True,True
