gen,nsubpop=1 mean,nsubpop=1 var,nsubpop=8 mean,nsubpop=8 var
4850,1106.736,2922.2933640000037,1006.1119000000001,33.10065648999996
4900,1105.4479999999999,2939.328536000002,1005.9187,32.48475481000001
4950,1105.1770000000001,2909.1664009999977,1005.5791999999999,31.39662235999997
5000,1105.135,2913.9744649999975,1005.4404000000001,31.936657439999912
5050,1104.914,2902.5323439999984,1005.3335999999999,31.46961004000003
5100,1104.9,2900.7369000000003,1005.1959,31.059117290000096
5150,1104.045,2797.7735250000005,1005.1163,31.199705209999916
5200,1103.446,2789.4049839999975,1005.0174,31.56729303999998
5250,1102.085,2614.1920849999988,1004.8698,32.028928960000115
5300,1101.915,2602.012864999998,1004.7744999999999,32.1982674499999
5350,1101.455,2581.4707249999983,1004.6710999999999,32.54411708999977
5400,1100.5120000000002,2580.486736,1004.5642,32.81635095999984
5450,1098.357,2515.7254609999964,1004.4620000000001,32.77588139999996
5500,1097.148,2408.5025560000013,1004.3662,32.76929055999986
5550,1097.091,2408.5463689999992,1004.259,32.634026399999996
5600,1096.656,2405.5818040000004,1004.1825000000001,32.42890504999975
5650,1095.956,2431.7754439999994,1004.0757,32.5907032100001
5700,1095.358,2463.155375999999,1003.8758,32.51634055999985
5750,1095.16,2470.418100000001,1003.7352999999999,32.94053480999991
5800,1093.947,2461.4934010000015,1003.6413,33.276417610000074
5850,1093.402,2412.189856,1003.5726000000001,33.58954703999998
5900,1092.567,2373.013181000003,1003.4941999999999,33.86352195999986
5950,1091.839,2320.4937489999993,1003.4183,33.79835080999989
6000,1091.6119999999999,2311.5952159999997,1003.2632,34.28842596000009
6050,1091.3049999999998,2297.3395450000007,1003.1605999999999,34.45286944000004
6100,1090.584,2255.1332840000005,1003.1047000000001,34.43584481
6150,1090.117,2236.095961,1002.9882,34.30412536000012
6200,1089.803,2234.686441,1002.7987999999999,33.49065455999997
6250,1089.533,2222.452761000001,1002.4771000000001,32.69467648999993
6300,1089.27,2223.31032,1002.0564,32.860178040000044
6350,1088.607,2186.7755210000005,1001.9477999999999,33.11482556000007
6400,1088.406,2190.8237639999993,1001.8637999999999,33.18515336000006
6450,1088.2040000000002,2190.443583999997,1001.7370000000001,33.68563440000005
6500,1087.835,2175.2108649999986,1001.5971999999999,34.21310236000005
6550,1086.903,2220.6784009999988,1001.4791000000001,34.45732929000012
6600,1086.903,2220.6784009999988,1001.4352999999999,34.451133409999954
6650,1086.903,2220.6784009999988,1001.36,34.364042600000296
6700,1086.737,2227.7138209999985,1001.2881,34.78161429000012
6750,1086.388,2234.4021959999995,1001.1896,34.499636840000015
6800,1085.336,2178.7556039999995,1000.8422,34.5374133599999
6850,1084.974,2172.269484,1000.7950000000001,34.60152360000004
6900,1084.289,2194.3076490000008,1000.7339,34.87697349
6950,1083.672,2191.884375999998,1000.6385,35.05578965000005
7000,1083.135,2207.299385000001,1000.5719000000001,34.440860689999994
7050,1082.6889999999999,2210.9625289999994,1000.5022000000001,34.58108476000018
7100,1082.458,2225.6096559999987,1000.4235000000001,34.86202925000022
7150,1082.08,2227.667659999999,1000.2926,35.56272943999993
7200,1081.947,2217.8872610000008,1000.1414000000001,35.317084439999846
7250,1081.714,2204.5795439999993,1000.0220999999999,35.618471490000054
7300,1081.25,2208.293440000001,999.7869999999999,35.41250040000017
7350,1080.966,2198.1055439999996,999.6530999999999,35.3336950900001
7400,1080.498,2099.157795999999,999.5482,35.37743575999984
7450,1079.934,1997.9060039999968,999.4486,35.649455639999964
7500,1079.732,1995.506775999997,999.3334000000001,35.31868064000011
7550,1079.635,1995.4790049999979,998.9959999999999,36.0424624000002
7600,1079.287,1990.318280999997,998.8693999999999,36.74573844000013
7650,1077.839,1976.6202889999968,998.8293,36.87002460999986
7700,1077.257,1976.8636409999986,998.7519,36.929784089999934
7750,1076.9940000000001,1979.1304839999982,998.6951999999999,37.01425615999999
7800,1076.825,1972.2218849999977,998.6442,37.12198436000018
7850,1076.33,1975.0120999999986,998.5870000000001,36.69471139999974
7900,1076.096,1981.021663999998,998.5200000000001,36.51927320000012
7950,1076.035,1978.4001849999981,998.4415000000001,36.69151284999995
8000,1075.7279999999998,1967.5990159999983,998.3736000000001,36.910226239999886
8050,1075.384,1966.0888639999976,998.3396,37.04721243999988
8100,1075.309,1966.7432089999973,998.2759,37.10212209000001
8150,1075.228,1968.2161759999963,998.2395,37.150299449999984
8200,1074.864,1956.4355439999981,998.1933999999999,37.03949503999986
8250,1074.763,1956.5774409999983,998.1265,37.18998884999989
8300,1074.01,1970.6903799999989,998.0683000000001,37.42247741000001
8350,1073.633,1971.6400810000007,998.0207,37.68987940999999
8400,1072.866,1994.9260839999995,997.9841,37.818390890000074
8450,1072.692,1998.2675159999992,997.9441999999999,37.96955496000011
8500,1072.197,2000.5366609999994,997.9005,38.10703445000014
8550,1071.976,1990.3490039999992,997.5905,39.20301784999983
8600,1071.234,1974.694463999999,997.5115,39.588731449999855
8650,1070.593,1990.1276609999986,997.4688,39.78558955999987
8700,1070.174,1979.486123999998,997.4233,39.878024409999846
8750,1070.1280000000002,1980.038355999998,997.3894,40.073318639999904
8800,1069.986,1984.8740239999984,997.3318999999999,39.766681290000136
8850,1069.759,1982.3487089999985,997.2826000000001,39.88243344000002
8900,1069.673,1985.1414609999988,997.2594999999999,39.963453650000055
8950,1069.602,1988.7671359999997,997.2183000000001,40.19947440999995
9000,1069.326,1993.0921839999987,997.1718000000001,40.28466156000003
9050,1069.028,1995.0254359999994,997.1375,40.14416144999992
9100,1068.9279999999999,1996.443355999999,997.0897000000001,40.44554380999996
9150,1068.79,2000.9937799999993,997.0453,40.54316540999999
9200,1068.683,2001.770560999999,996.8903,40.02700821000017
9250,1068.391,2011.9310889999992,996.7242,39.913187560000125
9300,1068.335,2013.8573849999987,996.6784,39.248070439999836
9350,1068.226,2016.5014039999987,996.6458,39.18370655999999
9400,1068.04,2019.4076399999983,996.5971,39.265269290000056
9450,1068.016,2020.1366639999983,996.5442999999999,39.16556580999989
9500,1067.334,2022.3970239999992,996.4808,38.82922815999994
9550,1066.95,1962.1962599999995,996.4487999999999,38.87530955999996
9600,1066.911,1963.977949,996.4077,38.971871810000025
9650,1066.856,1965.4948239999999,996.3336999999999,39.20191401000013
9700,1066.717,1968.5688809999992,996.3120000000001,39.19152920000014
9750,1066.1799999999998,1947.5405400000004,996.2716,39.200657039999804
9800,1066.038,1943.4604360000008,996.211,39.100034999999835
9850,1065.959,1941.8213890000002,996.1852999999999,38.88387781000002
9900,1065.9379999999999,1942.5522959999998,996.1591000000001,38.85655549000022
9950,1065.67,1945.2505199999996,995.8187,40.654086009999915
10000,1065.5819999999999,1946.4184559999999,995.7999,40.69891109
